num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,40,0,0,315.0,0.06,40.97,915.0,7871292.31
0,108,0,0,46.58,0.03,60.77,502.67,12608839.64
8,0,0,0,13988.98,1.05,39.03,14588.98,15754269.81
0,176,0,0,46.16,0.02,61.13,310.26,12713707.52
0,24,0,0,957.12,0.11,41.83,1557.12,7881605.38
8,8,0,0,2603.57,0.23,36.31,3203.57,10092849.66
0,144,0,0,46.16,0.02,61.17,379.46,12711115.04
8,16,0,0,1253.53,0.13,37.61,1853.53,8495881.63
0,72,0,0,51.69,0.04,44.34,550.1,8272629.85
0,8,0,0,6773.39,0.53,74.29,7373.39,9315125.22
0,128,0,0,46.16,0.03,61.23,427.34,12711948.21
0,208,0,0,45.36,0.02,62.4,268.01,12807967.02
0,112,0,0,46.58,0.03,60.85,485.34,12615854.53
0,32,0,0,548.31,0.08,41.14,1148.31,7864325.54
0,160,0,0,46.16,0.02,61.08,341.04,12708172.95
8,24,0,0,716.07,0.09,38.49,1316.07,8435141.1
0,80,0,0,51.69,0.03,44.09,492.29,8259327.91
0,96,0,0,46.58,0.04,61.67,573.89,12667568.92
0,56,0,0,84.69,0.05,42.92,684.69,8101853.27
0,64,0,0,53.19,0.04,43.42,606.03,8202671.19
0,48,0,0,144.83,0.05,40.02,744.83,7817060.3
0,16,0,0,1886.43,0.18,44.53,2486.43,8000219.95
0,240,0,0,45.36,0.01,62.56,232.85,12821880.36
8,32,0,0,407.77,0.07,38.5,1007.77,8341220.86
0,224,0,0,45.36,0.01,62.45,249.05,12812740.13
0,256,0,0,45.36,0.01,62.74,218.92,12835783.11
8,40,0,0,224.5,0.06,38.88,824.5,8311123.02
0,288,0,0,45.36,0.01,63.18,195.95,12868830.08
0,304,0,0,45.36,0.01,63.35,186.16,12882311.02
8,48,0,0,102.2,0.05,39.4,702.2,8309360.76
16,0,0,0,4653.85,0.37,24.98,5253.85,14707985.91
0,192,0,0,46.16,0.02,61.28,285.11,12726658.96
0,320,0,0,45.36,0.01,63.63,177.62,12902738.72
8,64,0,0,56.76,0.04,42.6,575.57,8651223.3
8,56,0,0,56.76,0.04,42.35,650.83,8656788.82
8,72,0,0,56.76,0.03,42.77,515.46,8646008.41
0,400,0,0,45.36,0.01,64.96,145.07,13000321.21
16,8,0,0,1763.31,0.17,32.4,2363.31,11510685.34
0,384,0,0,45.36,0.01,64.73,150.58,12983451.6
16,16,0,0,1413.55,0.14,45.64,2013.55,9945344.1
0,352,0,0,45.36,0.01,64.14,162.76,12940197.65
8,80,0,0,56.76,0.03,43.1,468.84,8655505.0
0,448,0,0,45.22,0.01,65.97,131.55,13296174.02
8,96,0,0,56.76,0.02,43.77,398.5,8682305.64
0,480,0,0,45.22,0.01,66.52,123.79,13335678.1
16,24,0,0,643.3,0.09,39.32,1243.3,8956875.68
16,32,0,0,349.16,0.06,38.51,949.16,8704468.15
0,512,0,0,45.22,0.01,67.12,117.11,13379294.87
8,112,0,0,56.76,0.02,44.5,348.33,8719227.55
8,108,0,0,56.76,0.02,44.38,359.99,8713832.56
16,40,0,0,178.02,0.05,38.54,778.02,8689892.19
8,160,0,0,56.76,0.01,46.66,257.11,8846590.22
8,128,0,0,56.76,0.02,45.24,310.56,8760672.4
16,48,0,0,62.27,0.04,38.74,662.27,8624576.77
16,56,0,0,52.66,0.04,42.82,634.83,8922715.97
0,640,0,0,44.8,0.0,70.35,98.19,13611107.4
16,64,0,0,52.66,0.04,42.9,561.53,8878591.41
8,144,0,0,56.76,0.02,46.01,281.3,8807338.88
0,576,0,0,44.8,0.0,68.9,106.86,13507332.25
8,208,0,0,56.76,0.01,48.92,207.97,8993294.46
8,192,0,0,56.76,0.01,48.22,221.91,8947560.98
0,624,0,0,44.8,0.0,70.0,100.21,13586112.49
0,672,0,0,44.8,0.0,71.23,94.69,13674756.5
8,176,0,0,56.76,0.01,47.54,238.43,8903710.72
0,704,0,0,44.8,0.0,72.17,91.57,13741784.23
8,224,0,0,56.76,0.01,49.78,196.66,9051366.2
8,256,0,0,56.76,0.01,51.28,177.48,9153144.15
16,72,0,0,52.66,0.03,43.09,504.86,8853593.32
0,768,0,0,44.8,0.0,74.32,86.44,13895836.8
16,80,0,0,52.66,0.03,43.34,459.59,8840709.91
8,240,0,0,56.76,0.01,50.52,186.38,9101004.26
16,108,0,0,52.66,0.02,44.26,352.24,8833903.44
8,288,0,0,56.76,0.01,52.85,162.72,9260476.84
16,96,0,0,52.66,0.02,43.88,390.99,8832231.35
16,128,0,0,52.66,0.02,44.99,303.89,8853427.62
8,304,0,0,56.76,0.01,53.54,156.24,9308104.49
0,832,0,0,44.8,0.0,76.57,82.21,14057221.35
16,144,0,0,52.66,0.02,45.63,274.98,8879817.81
8,320,0,0,56.76,0.01,54.29,150.56,9360255.49
16,112,0,0,52.66,0.02,44.37,340.93,8834239.19
16,160,0,0,52.66,0.01,46.3,251.79,8911320.57
16,176,0,0,52.66,0.01,46.9,232.44,8941881.71
0,896,0,0,44.8,0.0,78.88,78.65,14222816.98
0,864,0,0,44.8,0.0,77.63,80.26,14132908.61
16,192,0,0,52.66,0.01,47.67,216.97,8985708.65
0,960,0,0,44.8,0.0,81.42,75.77,14404576.72
16,208,0,0,52.66,0.01,48.27,203.17,9019958.09
8,384,0,0,56.76,0.01,57.71,133.51,9598882.3
8,352,0,0,56.76,0.01,56.02,141.31,9480652.05
8,400,0,0,56.76,0.01,58.35,129.63,9643950.4
16,224,0,0,52.66,0.01,48.97,191.65,9061939.93
0,1024,0,0,44.8,0.0,83.98,73.26,14587668.7
16,240,0,0,52.66,0.01,49.66,181.64,9104805.12
16,256,0,0,52.66,0.01,50.36,172.87,9148767.19
16,288,0,0,52.66,0.01,51.77,158.24,9239301.29
8,448,0,0,56.76,0.0,60.51,120.09,9795523.27
8,480,0,0,56.76,0.0,62.15,115.15,9910988.89
16,304,0,0,52.66,0.01,52.43,151.94,9282490.15
0,1280,0,0,43.93,0.0,92.8,64.77,15222811.23
16,320,0,0,52.66,0.01,53.18,146.51,9332206.11
8,512,0,0,56.76,0.0,63.97,111.16,10040366.13
0,1152,0,0,44.8,0.0,89.31,69.25,14968433.99
8,576,0,0,56.76,0.0,67.73,104.66,10306646.55
16,352,0,0,52.66,0.01,54.54,136.75,9422770.1
0,1408,0,0,43.93,0.0,100.73,63.9,15789009.53
8,624,0,0,56.76,0.0,71.73,102.34,10591696.8
16,384,0,0,52.66,0.01,55.95,128.74,9518563.0
16,400,0,0,52.66,0.01,56.57,125.01,9560500.67
8,640,0,0,56.76,0.0,73.15,101.76,10692743.63
8,672,0,0,56.76,0.0,76.07,100.8,10900867.38
0,1536,0,0,43.93,0.0,108.98,63.38,16379176.95
8,704,0,0,56.76,0.0,79.22,100.22,11125992.09
16,480,0,0,52.66,0.0,60.18,111.02,9808847.51
0,1664,0,0,43.93,0.0,117.41,63.03,16981498.15
16,448,0,0,52.66,0.0,58.95,116.44,9724142.64
8,768,0,0,56.76,0.0,85.57,99.25,11579307.11
8,832,0,0,56.76,0.0,91.96,98.48,12035687.73
16,512,0,0,52.66,0.0,61.82,106.98,9923373.57
0,1792,0,0,43.93,0.0,125.94,62.78,17590827.55
0,2304,0,0,35.18,0.0,140.31,54.4,21738895.4
16,624,0,0,52.66,0.0,68.96,98.05,10426431.9
16,576,0,0,52.66,0.0,65.42,100.72,10176070.35
8,864,0,0,56.76,0.0,95.3,98.29,12274354.84
16,640,0,0,52.66,0.0,70.34,97.53,10524972.67
8,896,0,0,56.76,0.0,98.62,98.09,12512033.79
0,2880,0,0,32.08,0.0,163.92,50.84,24288777.24
8,960,0,0,56.76,0.0,105.24,97.71,12984427.21
0,2048,0,0,43.93,0.0,143.15,62.44,18821255.06
0,2560,0,0,35.18,0.0,154.49,53.91,22752010.95
8,1024,0,0,56.76,0.0,112.01,97.51,13468779.68
24,0,0,0,2676.87,0.23,23.37,3276.87,14484394.13
8,1152,0,0,56.76,0.0,125.24,96.94,14413667.64
24,8,0,0,1300.42,0.13,30.58,1900.42,12179720.66
24,16,0,0,1018.62,0.11,40.54,1618.62,9922076.26
32,0,0,0,1811.35,0.17,22.93,2411.35,14444346.88
24,24,0,0,608.82,0.08,41.1,1208.82,9608735.21
24,32,0,0,318.02,0.06,39.43,918.02,9195273.01
8,1280,0,0,56.76,0.0,138.85,96.74,15386426.33
0,3584,0,0,32.08,0.0,201.54,50.23,26977365.08
32,8,0,0,1029.08,0.11,30.08,1629.08,12711931.06
24,40,0,0,147.81,0.05,38.82,747.81,8976785.17
24,48,0,0,53.86,0.04,39.57,650.18,8907655.27
24,56,0,0,52.66,0.04,42.09,602.88,9104085.26
24,64,0,0,52.66,0.03,41.94,532.35,9023391.55
32,24,0,0,489.79,0.08,39.64,1089.79,9818981.91
24,72,0,0,52.66,0.03,42.23,481.39,8986832.41
24,80,0,0,52.66,0.03,42.41,438.62,8957195.19
0,3200,0,0,32.08,0.0,180.84,50.48,25498141.72
32,40,0,0,129.57,0.05,39.61,729.57,9287355.15
24,96,0,0,52.66,0.02,43.12,376.24,8935350.77
32,48,0,0,53.86,0.04,41.23,651.88,9302553.57
24,108,0,0,52.66,0.02,43.59,340.46,8929868.9
24,112,0,0,52.66,0.02,43.81,330.62,8932527.12
24,128,0,0,52.66,0.02,44.45,295.48,8940318.15
32,56,0,0,306.91,0.06,65.48,906.91,11628323.74
32,16,0,0,742.46,0.09,36.81,1342.46,10800887.19
24,144,0,0,52.66,0.02,45.15,268.23,8959115.56
32,64,0,0,52.03,0.03,42.06,518.31,9416770.81
24,160,0,0,52.66,0.01,45.87,246.3,8985260.94
32,32,0,0,297.52,0.06,40.69,897.52,9595077.45
24,176,0,0,52.66,0.01,46.59,228.19,9015403.73
32,72,0,0,52.03,0.03,41.98,465.9,9341072.71
32,80,0,0,52.03,0.03,42.27,426.66,9300860.75
24,224,0,0,52.66,0.01,48.75,189.05,9125741.02
32,96,0,0,52.03,0.02,42.76,365.51,9247477.89
24,208,0,0,52.66,0.01,48.03,200.14,9086494.24
32,108,0,0,52.03,0.02,43.2,331.25,9227772.41
24,240,0,0,52.66,0.01,49.47,179.38,9166153.29
24,192,0,0,52.66,0.01,47.31,213.06,9050189.81
32,112,0,0,52.03,0.02,43.4,321.74,9224755.26
24,288,0,0,52.66,0.01,51.63,156.69,9294859.52
24,304,0,0,52.66,0.01,52.36,150.7,9339786.75
32,144,0,0,52.03,0.02,44.7,261.82,9224293.06
24,320,0,0,52.66,0.01,53.07,145.26,9384573.8
0,4096,0,0,32.08,0.0,229.43,50.04,28970651.49
32,160,0,0,52.03,0.01,45.26,239.95,9232936.1
8,1536,0,0,56.76,0.0,165.91,96.36,17320085.79
24,352,0,0,52.66,0.01,54.44,135.7,9471853.69
32,176,0,0,52.03,0.01,45.91,222.3,9251972.94
32,128,0,0,52.03,0.02,44.05,288.26,9218854.51
32,192,0,0,52.03,0.01,46.56,207.46,9275480.55
32,208,0,0,52.03,0.01,47.22,194.83,9302568.18
8,1664,0,0,56.76,0.0,179.36,96.16,18280986.56
24,400,0,0,52.66,0.01,56.67,124.56,9618152.63
8,1792,0,0,55.89,0.0,186.13,92.68,18768370.03
24,480,0,0,52.66,0.0,60.31,110.78,9863296.17
40,0,0,0,1318.9,0.13,22.81,1918.9,14449877.14
24,512,0,0,52.66,0.0,61.94,106.73,9974362.55
16,672,0,0,52.66,0.0,73.15,96.63,10725170.76
40,8,0,0,845.26,0.1,30.13,1445.26,13158911.96
32,256,0,0,52.03,0.01,49.18,166.11,9398584.47
8,1408,0,0,56.76,0.0,152.41,96.55,16355232.38
16,704,0,0,52.66,0.0,76.1,95.99,10935554.57
24,384,0,0,52.66,0.01,55.95,128.03,9570745.28
32,352,0,0,52.03,0.01,53.1,131.58,9625444.46
32,240,0,0,52.03,0.01,48.53,174.44,9364551.53
40,16,0,0,513.16,0.08,33.17,1113.16,11347470.95
16,768,0,0,52.66,0.0,82.15,95.02,11366583.95
40,24,0,0,448.37,0.07,40.63,1048.37,10211681.84
32,384,0,0,52.03,0.01,54.4,123.82,9706842.55
24,672,0,0,52.66,0.0,73.31,96.54,10773335.7
40,32,0,0,284.39,0.06,42.2,884.39,10005305.55
16,832,0,0,52.66,0.0,88.35,94.38,11809522.02
32,304,0,0,52.03,0.01,51.07,146.0,9503518.73
40,40,0,0,119.93,0.05,40.8,719.93,9817467.1
24,576,0,0,52.66,0.0,65.6,100.62,10228217.45
40,48,0,0,53.86,0.04,38.33,584.09,9220210.54
32,480,0,0,52.03,0.0,58.44,106.87,9969169.09
16,864,0,0,52.66,0.0,91.48,94.12,12033043.41
32,320,0,0,52.03,0.01,51.79,140.85,9546426.86
16,896,0,0,52.66,0.0,94.66,93.93,12259934.7
40,72,0,0,52.03,0.03,41.72,451.1,9480036.4
16,960,0,0,52.66,0.0,100.97,93.54,12710752.79
24,864,0,0,52.66,0.0,91.67,94.08,12080839.32
